NO,TYPE,DRAWING,DISPFLG,#500,#501,#600,#601,#1,#602,,,,,,
17654,HPLM48H100,,1,192.67,,,,,,,,,,,
17655,HPLM50H100,,1,200.76,,,,,,,,,,,
17656,HPLP14H100,,1,55.22,,,,,,,,,,,
17657,HPLP15H100,,1,59.27,,,,,,,,,,,
17658,HPLP16H100,,1,63.31,,,,,,,,,,,
17659,HPLP17H100,,1,67.35,,,,,,,,,,,
17660,HPLP18H100,,1,71.39,,,,,,,,,,,
17661,HPLP19H100,,1,75.44,,,,,,,,,,,
17662,HPLP20H100,,1,79.48,,,,,,,,,,,
17663,HPLP21H100,,1,83.52,,,,,,,,,,,
17664,HPLP22H100,,1,83.52,,,,,,,,,,,
17665,HPLP24H100,,1,95.65,,,,,,,,,,,
17666,HPLP25H100,,1,99.69,,,,,,,,,,,
17667,HPLP26H100,,1,103.73,,,,,,,,,,,
17668,HPLP28H100,,1,111.82,,,,,,,,,,,
17669,HPLP30H100,,1,119.9,,,,,,,,,,,
17670,HPLP32H100,,1,127.99,,,,,,,,,,,
17671,HPLP34H100,,1,136.07,,,,,,,,,,,
17672,HPLP36H100,,1,144.16,,,,,,,,,,,
17673,HPLP38H100,,1,152.24,,,,,,,,,,,
17674,HPLP40H100,,1,160.33,,,,,,,,,,,
17675,HPLP42H100,,1,168.41,,,,,,,,,,,
17676,HPLP44H100,,1,176.5,,,,,,,,,,,
17677,HPLP48H100,,1,192.67,,,,,,,,,,,
17678,HPLP50H100,,1,200.76,,,,,,,,,,,
17679,MTPLA14H150,,1,55.22,,,,,,,,,,,
17680,MTPLA15H150,,1,59.27,,,,,,,,,,,
17681,MTPLA16H150,,1,63.31,,,,,,,,,,,
17682,MTPLA17H150,,1,67.35,,,,,,,,,,,
17683,MTPLA18H150,,1,71.39,,,,,,,,,,,
17684,MTPLA19H150,,1,75.44,,,,,,,,,,,
17685,MTPLA20H150,,1,79.48,,,,,,,,,,,
17686,MTPLA21H150,,1,83.52,,,,,,,,,,,
17687,MTPLA22H150,,1,83.52,,,,,,,,,,,
17688,MTPLA24H150,,1,95.65,,,,,,,,,,,
17689,MTPLA25H150,,1,99.69,,,,,,,,,,,
17690,MTPLA26H150,,1,103.73,,,,,,,,,,,
17691,MTPLA28H150,,1,111.82,,,,,,,,,,,
17692,MTPLA30H150,,1,119.9,,,,,,,,,,,
17693,MTPLA32H150,,1,127.99,,,,,,,,,,,
17694,MTPLA34H150,,1,136.07,,,,,,,,,,,
17695,MTPLA36H150,,1,144.16,,,,,,,,,,,
17696,MTPLA38H150,,1,152.24,,,,,,,,,,,
17697,MTPLA40H150,,1,160.33,,,,,,,,,,,
17698,MTPLA42H150,,1,168.41,,,,,,,,,,,
17699,MTPLA44H150,,1,176.5,,,,,,,,,,,
17700,MTPLA48H150,,1,192.67,,,,,,,,,,,
17701,MTPLA50H150,,1,200.76,,,,,,,,,,,
17702,HPLA14H150,,1,55.22,,,,,,,,,,,
17703,HPLA15H150,,1,59.27,,,,,,,,,,,
17704,HPLA16H150,,1,63.31,,,,,,,,,,,
17705,HPLA17H150,,1,67.35,,,,,,,,,,,
17706,HPLA18H150,,1,71.39,,,,,,,,,,,
17707,HPLA19H150,,1,75.44,,,,,,,,,,,
17708,HPLA20H150,,1,79.48,,,,,,,,,,,
17709,HPLA21H150,,1,83.52,,,,,,,,,,,
17710,HPLA22H150,,1,83.52,,,,,,,,,,,
17711,HPLA24H150,,1,95.65,,,,,,,,,,,
17712,HPLA25H150,,1,99.69,,,,,,,,,,,
17713,HPLA26H150,,1,103.73,,,,,,,,,,,
17714,HPLA28H150,,1,111.82,,,,,,,,,,,
17715,HPLA30H150,,1,119.9,,,,,,,,,,,
17716,HPLA32H150,,1,127.99,,,,,,,,,,,
17717,HPLA34H150,,1,136.07,,,,,,,,,,,
17718,HPLA36H150,,1,144.16,,,,,,,,,,,
17719,HPLA38H150,,1,152.24,,,,,,,,,,,
17720,HPLA40H150,,1,160.33,,,,,,,,,,,
17721,HPLA42H150,,1,168.41,,,,,,,,,,,
17722,HPLA44H150,,1,176.5,,,,,,,,,,,
17723,HPLA48H150,,1,192.67,,,,,,,,,,,
17724,HPLA50H150,,1,200.76,,,,,,,,,,,
17725,MTPL14H150,,1,55.22,,,,,,,,,,,
17726,MTPL15H150,,1,59.27,,,,,,,,,,,
17727,MTPL16H150,,1,63.31,,,,,,,,,,,
17728,MTPL17H150,,1,67.35,,,,,,,,,,,
17729,MTPL18H150,,1,71.39,,,,,,,,,,,
17730,MTPL19H150,,1,75.44,,,,,,,,,,,
17731,MTPL20H150,,1,79.48,,,,,,,,,,,
17732,MTPL21H150,,1,83.52,,,,,,,,,,,
17733,MTPL22H150,,1,83.52,,,,,,,,,,,
17734,MTPL24H150,,1,95.65,,,,,,,,,,,
17735,MTPL25H150,,1,99.69,,,,,,,,,,,
17736,MTPL26H150,,1,103.73,,,,,,,,,,,
17737,MTPL28H150,,1,111.82,,,,,,,,,,,
17738,MTPL30H150,,1,119.9,,,,,,,,,,,
17739,MTPL32H150,,1,127.99,,,,,,,,,,,
17740,MTPL34H150,,1,136.07,,,,,,,,,,,
17741,MTPL36H150,,1,144.16,,,,,,,,,,,
17742,MTPL38H150,,1,152.24,,,,,,,,,,,
17743,MTPL40H150,,1,160.33,,,,,,,,,,,
17744,MTPL42H150,,1,168.41,,,,,,,,,,,
17745,MTPL44H150,,1,176.5,,,,,,,,,,,
17746,MTPL48H150,,1,192.67,,,,,,,,,,,
17747,MTPL50H150,,1,200.76,,,,,,,,,,,
17748,MTPLP14H150,,1,55.22,,,,,,,,,,,
17749,MTPLP15H150,,1,59.27,,,,,,,,,,,
17750,MTPLP16H150,,1,63.31,,,,,,,,,,,
17751,MTPLP17H150,,1,67.35,,,,,,,,,,,
17752,MTPLP18H150,,1,71.39,,,,,,,,,,,
17753,MTPLP19H150,,1,75.44,,,,,,,,,,,
17754,MTPLP20H150,,1,79.48,,,,,,,,,,,
17755,MTPLP21H150,,1,83.52,,,,,,,,,,,
17756,MTPLP22H150,,1,83.52,,,,,,,,,,,
17757,MTPLP24H150,,1,95.65,,,,,,,,,,,
17758,MTPLP25H150,,1,99.69,,,,,,,,,,,
17759,MTPLP26H150,,1,103.73,,,,,,,,,,,
17760,MTPLP28H150,,1,111.82,,,,,,,,,,,
17761,MTPLP30H150,,1,119.9,,,,,,,,,,,
17762,MTPLP32H150,,1,127.99,,,,,,,,,,,
17763,MTPLP34H150,,1,136.07,,,,,,,,,,,
17764,MTPLP36H150,,1,144.16,,,,,,,,,,,
17765,MTPLP38H150,,1,152.24,,,,,,,,,,,
17766,MTPLP40H150,,1,160.33,,,,,,,,,,,
17767,MTPLP42H150,,1,168.41,,,,,,,,,,,
17768,MTPLP44H150,,1,176.5,,,,,,,,,,,
17769,MTPLP48H150,,1,192.67,,,,,,,,,,,
17770,MTPLP50H150,,1,200.76,,,,,,,,,,,
17771,HPLT14H150,,1,55.22,,,,,,,,,,,
17772,HPLT15H150,,1,59.27,,,,,,,,,,,
17773,HPLT16H150,,1,63.31,,,,,,,,,,,
17774,HPLT17H150,,1,67.35,,,,,,,,,,,
17775,HPLT18H150,,1,71.39,,,,,,,,,,,
17776,HPLT19H150,,1,75.44,,,,,,,,,,,
17777,HPLT20H150,,1,79.48,,,,,,,,,,,
17778,HPLT21H150,,1,83.52,,,,,,,,,,,
17779,HPLT22H150,,1,83.52,,,,,,,,,,,
17780,HPLT24H150,,1,95.65,,,,,,,,,,,
17781,HPLT25H150,,1,99.69,,,,,,,,,,,
17782,HPLT26H150,,1,103.73,,,,,,,,,,,
17783,HPLT28H150,,1,111.82,,,,,,,,,,,
17784,HPLT30H150,,1,119.9,,,,,,,,,,,
17785,HPLT32H150,,1,127.99,,,,,,,,,,,
17786,HPLT34H150,,1,136.07,,,,,,,,,,,
17787,HPLT36H150,,1,144.16,,,,,,,,,,,
17788,HPLT38H150,,1,152.24,,,,,,,,,,,
17789,HPLT40H150,,1,160.33,,,,,,,,,,,
17790,HPLT42H150,,1,168.41,,,,,,,,,,,
17791,HPLT44H150,,1,176.5,,,,,,,,,,,
17792,HPLT48H150,,1,192.67,,,,,,,,,,,
17793,HPLT50H150,,1,200.76,,,,,,,,,,,
17794,HPLM14H150,,1,55.22,,,,,,,,,,,
17795,HPLM15H150,,1,59.27,,,,,,,,,,,
17796,HPLM16H150,,1,63.31,,,,,,,,,,,
17797,HPLM17H150,,1,67.35,,,,,,,,,,,
17798,HPLM18H150,,1,71.39,,,,,,,,,,,
17799,HPLM19H150,,1,75.44,,,,,,,,,,,
17800,HPLM20H150,,1,79.48,,,,,,,,,,,
17801,HPLM21H150,,1,83.52,,,,,,,,,,,
17802,HPLM22H150,,1,83.52,,,,,,,,,,,
17803,HPLM24H150,,1,95.65,,,,,,,,,,,
17804,HPLM25H150,,1,99.69,,,,,,,,,,,
17805,HPLM26H150,,1,103.73,,,,,,,,,,,
17806,HPLM28H150,,1,111.82,,,,,,,,,,,
17807,HPLM30H150,,1,119.9,,,,,,,,,,,
17808,HPLM32H150,,1,127.99,,,,,,,,,,,
17809,HPLM34H150,,1,136.07,,,,,,,,,,,
17810,HPLM36H150,,1,144.16,,,,,,,,,,,
17811,HPLM38H150,,1,152.24,,,,,,,,,,,
17812,HPLM40H150,,1,160.33,,,,,,,,,,,
17813,HPLM42H150,,1,168.41,,,,,,,,,,,
17814,HPLM44H150,,1,176.5,,,,,,,,,,,
17815,HPLM48H150,,1,192.67,,,,,,,,,,,
17816,HPLM50H150,,1,200.76,,,,,,,,,,,
17817,HPLP14H150,,1,55.22,,,,,,,,,,,
17818,HPLP15H150,,1,59.27,,,,,,,,,,,
17819,HPLP16H150,,1,63.31,,,,,,,,,,,
17820,HPLP17H150,,1,67.35,,,,,,,,,,,
17821,HPLP18H150,,1,71.39,,,,,,,,,,,
17822,HPLP19H150,,1,75.44,,,,,,,,,,,
17823,HPLP20H150,,1,79.48,,,,,,,,,,,
17824,HPLP21H150,,1,83.52,,,,,,,,,,,
17825,HPLP22H150,,1,83.52,,,,,,,,,,,
17826,HPLP24H150,,1,95.65,,,,,,,,,,,
17827,HPLP25H150,,1,99.69,,,,,,,,,,,
17828,HPLP26H150,,1,103.73,,,,,,,,,,,
17829,HPLP28H150,,1,111.82,,,,,,,,,,,
17830,HPLP30H150,,1,119.9,,,,,,,,,,,
17831,HPLP32H150,,1,127.99,,,,,,,,,,,
17832,HPLP34H150,,1,136.07,,,,,,,,,,,
17833,HPLP36H150,,1,144.16,,,,,,,,,,,
17834,HPLP38H150,,1,152.24,,,,,,,,,,,
17835,HPLP40H150,,1,160.33,,,,,,,,,,,
17836,HPLP42H150,,1,168.41,,,,,,,,,,,
17837,HPLP44H150,,1,176.5,,,,,,,,,,,
17838,HPLP48H150,,1,192.67,,,,,,,,,,,
17839,HPLP50H150,,1,200.76,,,,,,,,,,,
17840,MTPLA14H200,,1,55.22,,,,,,,,,,,
17841,MTPLA15H200,,1,59.27,,,,,,,,,,,
17842,MTPLA16H200,,1,63.31,,,,,,,,,,,
17843,MTPLA17H200,,1,67.35,,,,,,,,,,,
17844,MTPLA18H200,,1,71.39,,,,,,,,,,,
17845,MTPLA19H200,,1,75.44,,,,,,,,,,,
17846,MTPLA20H200,,1,79.48,,,,,,,,,,,
17847,MTPLA21H200,,1,83.52,,,,,,,,,,,
17848,MTPLA22H200,,1,83.52,,,,,,,,,,,
17849,MTPLA24H200,,1,95.65,,,,,,,,,,,
17850,MTPLA25H200,,1,99.69,,,,,,,,,,,
17851,MTPLA26H200,,1,103.73,,,,,,,,,,,
17852,MTPLA28H200,,1,111.82,,,,,,,,,,,
17853,MTPLA30H200,,1,119.9,,,,,,,,,,,
17854,MTPLA32H200,,1,127.99,,,,,,,,,,,
17855,MTPLA34H200,,1,136.07,,,,,,,,,,,
17856,MTPLA36H200,,1,144.16,,,,,,,,,,,
17857,MTPLA38H200,,1,152.24,,,,,,,,,,,
17858,MTPLA40H200,,1,160.33,,,,,,,,,,,
17859,MTPLA42H200,,1,168.41,,,,,,,,,,,
17860,MTPLA44H200,,1,176.5,,,,,,,,,,,
17861,MTPLA48H200,,1,192.67,,,,,,,,,,,
17862,MTPLA50H200,,1,200.76,,,,,,,,,,,
17863,HPLA14H200,,1,55.22,,,,,,,,,,,
17864,HPLA15H200,,1,59.27,,,,,,,,,,,
17865,HPLA16H200,,1,63.31,,,,,,,,,,,
17866,HPLA17H200,,1,67.35,,,,,,,,,,,
17867,HPLA18H200,,1,71.39,,,,,,,,,,,
17868,HPLA19H200,,1,75.44,,,,,,,,,,,
17869,HPLA20H200,,1,79.48,,,,,,,,,,,
17870,HPLA21H200,,1,83.52,,,,,,,,,,,
17871,HPLA22H200,,1,83.52,,,,,,,,,,,
17872,HPLA24H200,,1,95.65,,,,,,,,,,,
17873,HPLA25H200,,1,99.69,,,,,,,,,,,
17874,HPLA26H200,,1,103.73,,,,,,,,,,,
17875,HPLA28H200,,1,111.82,,,,,,,,,,,
17876,HPLA30H200,,1,119.9,,,,,,,,,,,
17877,HPLA32H200,,1,127.99,,,,,,,,,,,
17878,HPLA34H200,,1,136.07,,,,,,,,,,,
17879,HPLA36H200,,1,144.16,,,,,,,,,,,
17880,HPLA38H200,,1,152.24,,,,,,,,,,,
17881,HPLA40H200,,1,160.33,,,,,,,,,,,
17882,HPLA42H200,,1,168.41,,,,,,,,,,,
17883,HPLA44H200,,1,176.5,,,,,,,,,,,
17884,HPLA48H200,,1,192.67,,,,,,,,,,,
17885,HPLA50H200,,1,200.76,,,,,,,,,,,
17886,MTPL14H200,,1,55.22,,,,,,,,,,,
17887,MTPL15H200,,1,59.27,,,,,,,,,,,
17888,MTPL16H200,,1,63.31,,,,,,,,,,,
17889,MTPL17H200,,1,67.35,,,,,,,,,,,
17890,MTPL18H200,,1,71.39,,,,,,,,,,,
17891,MTPL19H200,,1,75.44,,,,,,,,,,,
17892,MTPL20H200,,1,79.48,,,,,,,,,,,
17893,MTPL21H200,,1,83.52,,,,,,,,,,,
17894,MTPL22H200,,1,83.52,,,,,,,,,,,
17895,MTPL24H200,,1,95.65,,,,,,,,,,,
17896,MTPL25H200,,1,99.69,,,,,,,,,,,
17897,MTPL26H200,,1,103.73,,,,,,,,,,,
17898,MTPL28H200,,1,111.82,,,,,,,,,,,
17899,MTPL30H200,,1,119.9,,,,,,,,,,,
17900,MTPL32H200,,1,127.99,,,,,,,,,,,
17901,MTPL34H200,,1,136.07,,,,,,,,,,,
17902,MTPL36H200,,1,144.16,,,,,,,,,,,
17903,MTPL38H200,,1,152.24,,,,,,,,,,,
17904,MTPL40H200,,1,160.33,,,,,,,,,,,
17905,MTPL42H200,,1,168.41,,,,,,,,,,,
17906,MTPL44H200,,1,176.5,,,,,,,,,,,
17907,MTPL48H200,,1,192.67,,,,,,,,,,,
17908,MTPL50H200,,1,200.76,,,,,,,,,,,
17909,MTPLP14H200,,1,55.22,,,,,,,,,,,
17910,MTPLP15H200,,1,59.27,,,,,,,,,,,
17911,MTPLP16H200,,1,63.31,,,,,,,,,,,
17912,MTPLP17H200,,1,67.35,,,,,,,,,,,
17913,MTPLP18H200,,1,71.39,,,,,,,,,,,
17914,MTPLP19H200,,1,75.44,,,,,,,,,,,
17915,MTPLP20H200,,1,79.48,,,,,,,,,,,
17916,MTPLP21H200,,1,83.52,,,,,,,,,,,
17917,MTPLP22H200,,1,83.52,,,,,,,,,,,
17918,MTPLP24H200,,1,95.65,,,,,,,,,,,
17919,MTPLP25H200,,1,99.69,,,,,,,,,,,
17920,MTPLP26H200,,1,103.73,,,,,,,,,,,
17921,MTPLP28H200,,1,111.82,,,,,,,,,,,
17922,MTPLP30H200,,1,119.9,,,,,,,,,,,
17923,MTPLP32H200,,1,127.99,,,,,,,,,,,
17924,MTPLP34H200,,1,136.07,,,,,,,,,,,
17925,MTPLP36H200,,1,144.16,,,,,,,,,,,
17926,MTPLP38H200,,1,152.24,,,,,,,,,,,
17927,MTPLP40H200,,1,160.33,,,,,,,,,,,
17928,MTPLP42H200,,1,168.41,,,,,,,,,,,
17929,MTPLP44H200,,1,176.5,,,,,,,,,,,
17930,MTPLP48H200,,1,192.67,,,,,,,,,,,
17931,MTPLP50H200,,1,200.76,,,,,,,,,,,
17932,HPLT14H200,,1,55.22,,,,,,,,,,,
17933,HPLT15H200,,1,59.27,,,,,,,,,,,
17934,HPLT16H200,,1,63.31,,,,,,,,,,,
17935,HPLT17H200,,1,67.35,,,,,,,,,,,
17936,HPLT18H200,,1,71.39,,,,,,,,,,,
17937,HPLT19H200,,1,75.44,,,,,,,,,,,
17938,HPLT20H200,,1,79.48,,,,,,,,,,,
17939,HPLT21H200,,1,83.52,,,,,,,,,,,
17940,HPLT22H200,,1,83.52,,,,,,,,,,,
17941,HPLT24H200,,1,95.65,,,,,,,,,,,
17942,HPLT25H200,,1,99.69,,,,,,,,,,,
17943,HPLT26H200,,1,103.73,,,,,,,,,,,
17944,HPLT28H200,,1,111.82,,,,,,,,,,,
17945,HPLT30H200,,1,119.9,,,,,,,,,,,
17946,HPLT32H200,,1,127.99,,,,,,,,,,,
17947,HPLT34H200,,1,136.07,,,,,,,,,,,
17948,HPLT36H200,,1,144.16,,,,,,,,,,,
17949,HPLT38H200,,1,152.24,,,,,,,,,,,
17950,HPLT40H200,,1,160.33,,,,,,,,,,,
17951,HPLT42H200,,1,168.41,,,,,,,,,,,
17952,HPLT44H200,,1,176.5,,,,,,,,,,,
17953,HPLT48H200,,1,192.67,,,,,,,,,,,
17954,HPLT50H200,,1,200.76,,,,,,,,,,,
17955,HPLM14H200,,1,55.22,,,,,,,,,,,
17956,HPLM15H200,,1,59.27,,,,,,,,,,,
17957,HPLM16H200,,1,63.31,,,,,,,,,,,
17958,HPLM17H200,,1,67.35,,,,,,,,,,,
17959,HPLM18H200,,1,71.39,,,,,,,,,,,
17960,HPLM19H200,,1,75.44,,,,,,,,,,,
17961,HPLM20H200,,1,79.48,,,,,,,,,,,
17962,HPLM21H200,,1,83.52,,,,,,,,,,,
17963,HPLM22H200,,1,83.52,,,,,,,,,,,
17964,HPLM24H200,,1,95.65,,,,,,,,,,,
17965,HPLM25H200,,1,99.69,,,,,,,,,,,
17966,HPLM26H200,,1,103.73,,,,,,,,,,,
17967,HPLM28H200,,1,111.82,,,,,,,,,,,
17968,HPLM30H200,,1,119.9,,,,,,,,,,,
17969,HPLM32H200,,1,127.99,,,,,,,,,,,
17970,HPLM34H200,,1,136.07,,,,,,,,,,,
17971,HPLM36H200,,1,144.16,,,,,,,,,,,
17972,HPLM38H200,,1,152.24,,,,,,,,,,,
17973,HPLM40H200,,1,160.33,,,,,,,,,,,
17974,HPLM42H200,,1,168.41,,,,,,,,,,,
17975,HPLM44H200,,1,176.5,,,,,,,,,,,
17976,HPLM48H200,,1,192.67,,,,,,,,,,,
17977,HPLM50H200,,1,200.76,,,,,,,,,,,
17978,HPLP14H200,,1,55.22,,,,,,,,,,,
17979,HPLP15H200,,1,59.27,,,,,,,,,,,
17980,HPLP16H200,,1,63.31,,,,,,,,,,,
17981,HPLP17H200,,1,67.35,,,,,,,,,,,
17982,HPLP18H200,,1,71.39,,,,,,,,,,,
17983,HPLP19H200,,1,75.44,,,,,,,,,,,
17984,HPLP20H200,,1,79.48,,,,,,,,,,,
17985,HPLP21H200,,1,83.52,,,,,,,,,,,
17986,HPLP22H200,,1,83.52,,,,,,,,,,,
17987,HPLP24H200,,1,95.65,,,,,,,,,,,
17988,HPLP25H200,,1,99.69,,,,,,,,,,,
17989,HPLP26H200,,1,103.73,,,,,,,,,,,
17990,HPLP28H200,,1,111.82,,,,,,,,,,,
17991,HPLP30H200,,1,119.9,,,,,,,,,,,
17992,HPLP32H200,,1,127.99,,,,,,,,,,,
17993,HPLP34H200,,1,136.07,,,,,,,,,,,
17994,HPLP36H200,,1,144.16,,,,,,,,,,,
17995,HPLP38H200,,1,152.24,,,,,,,,,,,
17996,HPLP40H200,,1,160.33,,,,,,,,,,,
17997,HPLP42H200,,1,168.41,,,,,,,,,,,
17998,HPLP44H200,,1,176.5,,,,,,,,,,,
17999,HPLP48H200,,1,192.67,,,,,,,,,,,
18000,HPLP50H200,,1,200.76,,,,,,,,,,,
18001,HHAA30S3M100,,1,27.89,30,7,1.143,,,,,,,,
18002,HHAA34S3M100,,1,31.71,34,7,1.143,,,,,,,,
18003,HHAA36S3M100,,1,33.62,36,7,1.143,,,,,,,,
18004,HHAA40S3M100,,1,37.44,40,7,1.143,,,,,,,,
18005,HHAA44S3M100,,1,41.25,44,8,1.144,,,,,,,,
18006,HHAA48S3M100,,1,45.07,48,8,1.144,,,,,,,,
18007,HHAA50S3M100,,1,46.98,50,8,1.144,,,,,,,,
18008,HHAA60S3M100,,1,56.53,60,8,1.144,,,,,,,,
18009,HHAA72S3M100,,1,67.99,72,8,1.144,,,,,,,,
18010,HHAA30S3M150,,1,27.89,30,7,1.143,,,,,,,,
18011,HHAA34S3M150,,1,31.71,34,7,1.143,,,,,,,,
18012,HHAA36S3M150,,1,33.62,36,7,1.143,,,,,,,,
18013,HHAA40S3M150,,1,37.44,40,7,1.143,,,,,,,,
18014,HHAA44S3M150,,1,41.25,44,8,1.144,,,,,,,,
18015,HHAA48S3M150,,1,45.07,48,8,1.144,,,,,,,,
18016,HHAA50S3M150,,1,46.98,50,8,1.144,,,,,,,,
18017,HHAA60S3M150,,1,56.53,60,8,1.144,,,,,,,,
18018,HHAA72S3M150,,1,67.99,72,8,1.144,,,,,,,,
18019,HHTA30S3M100,,1,27.89,30,7,1.143,,,,,,,,
18020,HHTA34S3M100,,1,31.71,34,7,1.143,,,,,,,,
18021,HHTA36S3M100,,1,33.62,36,7,1.143,,,,,,,,
18022,HHTA40S3M100,,1,37.44,40,7,1.143,,,,,,,,
18023,HHTA44S3M100,,1,41.25,44,8,1.144,,,,,,,,
18024,HHTA48S3M100,,1,45.07,48,8,1.144,,,,,,,,
18025,HHTA50S3M100,,1,46.98,50,8,1.144,,,,,,,,
18026,HHTA60S3M100,,1,56.53,60,8,1.144,,,,,,,,
18027,HHTA72S3M100,,1,67.99,72,8,1.144,,,,,,,,
18028,HHTA30S3M150,,1,27.89,30,7,1.143,,,,,,,,
18029,HHTA34S3M150,,1,31.71,34,7,1.143,,,,,,,,
18030,HHTA36S3M150,,1,33.62,36,7,1.143,,,,,,,,
18031,HHTA40S3M150,,1,37.44,40,7,1.143,,,,,,,,
18032,HHTA44S3M150,,1,41.25,44,8,1.144,,,,,,,,
18033,HHTA48S3M150,,1,45.07,48,8,1.144,,,,,,,,
18034,HHTA50S3M150,,1,46.98,50,8,1.144,,,,,,,,
18035,HHTA60S3M150,,1,56.53,60,8,1.144,,,,,,,,
18036,HHTA72S3M150,,1,67.99,72,8,1.144,,,,,,,,
18037,HHTK30S3M100,,1,27.89,30,7,1.143,,,,,,,,
18038,HHTK34S3M100,,1,31.71,34,7,1.143,,,,,,,,
18039,HHTK36S3M100,,1,33.62,36,7,1.143,,,,,,,,
18040,HHTK40S3M100,,1,37.44,40,7,1.143,,,,,,,,
18041,HHTK44S3M100,,1,41.25,44,8,1.144,,,,,,,,
18042,HHTK48S3M100,,1,45.07,48,8,1.144,,,,,,,,
18043,HHTK50S3M100,,1,46.98,50,8,1.144,,,,,,,,
18044,HHTK60S3M100,,1,56.53,60,8,1.144,,,,,,,,
18045,HHTK72S3M100,,1,67.99,72,8,1.144,,,,,,,,
18046,HHTK30S3M150,,1,27.89,30,7,1.143,,,,,,,,
18047,HHTK34S3M150,,1,31.71,34,7,1.143,,,,,,,,
18048,HHTK36S3M150,,1,33.62,36,7,1.143,,,,,,,,
18049,HHTK40S3M150,,1,37.44,40,7,1.143,,,,,,,,
18050,HHTK44S3M150,,1,41.25,44,8,1.144,,,,,,,,
18051,HHTK48S3M150,,1,45.07,48,8,1.144,,,,,,,,
18052,HHTK50S3M150,,1,46.98,50,8,1.144,,,,,,,,
18053,HHTK60S3M150,,1,56.53,60,8,1.144,,,,,,,,
18054,HHTK72S3M150,,1,67.99,72,8,1.144,,,,,,,,
18055,HTLA34S3M100,,1,31.71,34,7,1.143,,,,,,,,
18056,HTLA36S3M100,,1,33.62,36,7,1.143,,,,,,,,
18057,HTLA40S3M100,,1,37.44,40,7,1.143,,,,,,,,
18058,HTLA44S3M100,,1,41.25,44,8,1.144,,,,,,,,
18059,HTLA48S3M100,,1,45.07,48,8,1.144,,,,,,,,
18060,HTLA50S3M100,,1,46.98,50,8,1.144,,,,,,,,
18061,HTLA60S3M100,,1,56.53,60,8,1.144,,,,,,,,
18062,HTLA72S3M100,,1,67.99,72,8,1.144,,,,,,,,
18063,HTLA34S3M150,,1,31.71,34,7,1.143,,,,,,,,
18064,HTLA36S3M150,,1,33.62,36,7,1.143,,,,,,,,
18065,HTLA40S3M150,,1,37.44,40,7,1.143,,,,,,,,
18066,HTLA44S3M150,,1,41.25,44,8,1.144,,,,,,,,
18067,HTLA48S3M150,,1,45.07,48,8,1.144,,,,,,,,
18068,HTLA50S3M150,,1,46.98,50,8,1.144,,,,,,,,
18069,HTLA60S3M150,,1,56.53,60,8,1.144,,,,,,,,
18070,HTLA72S3M150,,1,67.99,72,8,1.144,,,,,,,,
18071,HTLK34S3M100,,1,31.71,34,7,1.143,,,,,,,,
18072,HTLK36S3M100,,1,33.62,36,7,1.143,,,,,,,,
18073,HTLK40S3M100,,1,37.44,40,7,1.143,,,,,,,,
18074,HTLK44S3M100,,1,41.25,44,8,1.144,,,,,,,,
18075,HTLK48S3M100,,1,45.07,48,8,1.144,,,,,,,,
18076,HTLK50S3M100,,1,46.98,50,8,1.144,,,,,,,,
18077,HTLK60S3M100,,1,56.53,60,8,1.144,,,,,,,,
18078,HTLK72S3M100,,1,67.99,72,8,1.144,,,,,,,,
18079,HTLK34S3M150,,1,31.71,34,7,1.143,,,,,,,,
18080,HTLK36S3M150,,1,33.62,36,7,1.143,,,,,,,,
18081,HTLK40S3M150,,1,37.44,40,7,1.143,,,,,,,,
18082,HTLK44S3M150,,1,41.25,44,8,1.144,,,,,,,,
18083,HTLK48S3M150,,1,45.07,48,8,1.144,,,,,,,,
18084,HTLK50S3M150,,1,46.98,50,8,1.144,,,,,,,,
18085,HTLK60S3M150,,1,56.53,60,8,1.144,,,,,,,,
18086,HTLK72S3M150,,1,67.99,72,8,1.144,,,,,,,,
18087,HTLN34S3M100,,1,31.71,34,7,1.143,,,,,,,,
18088,HTLN36S3M100,,1,33.62,36,7,1.143,,,,,,,,
18089,HTLN40S3M100,,1,37.44,40,7,1.143,,,,,,,,
18090,HTLN44S3M100,,1,41.25,44,8,1.144,,,,,,,,
18091,HTLN48S3M100,,1,45.07,48,8,1.144,,,,,,,,
18092,HTLN50S3M100,,1,46.98,50,8,1.144,,,,,,,,
18093,HTLN60S3M100,,1,56.53,60,8,1.144,,,,,,,,
18094,HTLN72S3M100,,1,67.99,72,8,1.144,,,,,,,,
18095,HTLN34S3M150,,1,31.71,34,7,1.143,,,,,,,,
18096,HTLN36S3M150,,1,33.62,36,7,1.143,,,,,,,,
18097,HTLN40S3M150,,1,37.44,40,7,1.143,,,,,,,,
18098,HTLN44S3M150,,1,41.25,44,8,1.144,,,,,,,,
18099,HTLN48S3M150,,1,45.07,48,8,1.144,,,,,,,,
18100,HTLN50S3M150,,1,46.98,50,8,1.144,,,,,,,,
18101,HTLN60S3M150,,1,56.53,60,8,1.144,,,,,,,,
18102,HTLN72S3M150,,1,67.99,72,8,1.144,,,,,,,,
18103,HTPL34S3M100,,1,31.71,34,7,1.143,,,,,,,,
18104,HTPL36S3M100,,1,33.62,36,7,1.143,,,,,,,,
18105,HTPL40S3M100,,1,37.44,40,7,1.143,,,,,,,,
