NO,TYPE,DRAWING,DISPFLG,#500,#501,#600,#601,#1,#602
37200,GPA12MR2060-K,test1-2.jpg,1,7.13,12,38,0.749,,
37201,GPA13MR2060-K,test1-2.jpg,1,7.77,13,39,0.749,,
37202,GPA14MR2060-K,test1-2.jpg,1,8.4,14,39,0.749,,
37203,GPA15MR2060-K,test1-2.jpg,1,9.04,15,39,0.749,,
37204,GPA16MR2060-K,test1-2.jpg,1,9.65,16,39,0.749,,
37205,GPA17MR2060-K,test1-2.jpg,1,10.31,17,39,0.749,,
37206,GPA18MR2060-K,test1-2.jpg,1,10.95,18,39,0.749,,
37207,GPA19MR2060-K,test1-2.jpg,1,11.59,19,40,0.749,,
37208,GPA20MR2060-K,test1-2.jpg,1,12.22,20,40,0.749,,
37209,GPA21MR2060-K,test1-2.jpg,1,12.88,21,40,0.749,,
37210,GPA22MR2060-K,test1-2.jpg,1,13.5,22,40,0.749,,
37211,GPA24MR2060-K,test1-2.jpg,1,14.77,24,40,0.749,,
37212,GPA25MR2060-K,test1-2.jpg,1,15.41,25,40,0.749,,
37213,GPA26MR2060-K,test1-2.jpg,1,16.04,26,40,0.749,,
37214,GPA28MR2060-K,test1-2.jpg,1,17.32,28,40,0.749,,
37215,GPA30MR2060-K,test1-2.jpg,1,18.59,30,40,0.749,,
37216,GPA32MR2060-B,test1-1.jpg,1,19.95,32,40,0.749,,
37217,GPA34MR2060-B,test1-1.jpg,1,21.14,34,40,0.749,,
37218,GPA36MR2060-B,test1-1.jpg,1,22.41,36,41,0.759,,
37219,GPA40MR2060-B,test1-1.jpg,1,24.95,40,41,0.759,,
37220,GPA42MR2060-B,test1-1.jpg,1,25.23,42,41,0.759,,
37221,GPA44MR2060-B,test1-1.jpg,1,27.5,44,41,0.759,,
37222,GPA45MR2060-B,test1-1.jpg,1,28.14,45,41,0.759,,
37223,GPA48MR2060-B,test1-1.jpg,1,30.05,48,41,0.759,,
37224,GPA50MR2060-B,test1-1.jpg,1,31.32,50,41,0.759,,
37225,GPA56MR2060-B,test1-1.jpg,1,35.14,56,41,0.759,,
37226,GPA60MR2060-B,test1-1.jpg,1,37.59,60,41,0.759,,
37227,GPA62MR2060-B,test1-1.jpg,1,38.95,62,42,0.759,,
37228,GPA68MR2060-B,test1-1.jpg,1,42.78,68,42,0.759,,
37229,GPA72MR2060-B,test1-1.jpg,1,45.33,72,42,0.749,,
37230,GPA12MR2060-A,test1-0.jpg,1,7.13,12,38,0.749,,
37231,GPA13MR2060-A,test1-0.jpg,1,7.77,13,39,0.749,,
37232,GPA14MR2060-A,test1-0.jpg,1,8.4,14,39,0.749,,
37233,GPA15MR2060-A,test1-0.jpg,1,9.04,15,39,0.749,,
37234,GPA16MR2060-A,test1-0.jpg,1,9.65,16,39,0.749,,
37235,GPA17MR2060-A,test1-0.jpg,1,10.31,17,39,0.749,,
37236,GPA18MR2060-A,test1-0.jpg,1,10.95,18,39,0.749,,
37237,GPA19MR2060-A,test1-0.jpg,1,11.59,19,40,0.749,,
37238,GPA20MR2060-A,test1-0.jpg,1,12.22,20,40,0.749,,
37239,GPA21MR2060-A,test1-0.jpg,1,12.88,21,40,0.749,,
37240,GPA22MR2060-A,test1-0.jpg,1,13.5,22,40,0.749,,
37241,GPA24MR2060-A,test1-0.jpg,1,14.77,24,40,0.749,,
37242,GPA25MR2060-A,test1-0.jpg,1,15.41,25,40,0.749,,
37243,GPA26MR2060-A,test1-0.jpg,1,16.04,26,40,0.749,,
37244,GPA28MR2060-A,test1-0.jpg,1,17.32,28,40,0.749,,
37245,GPA30MR2060-A,test1-0.jpg,1,18.59,30,40,0.749,,
37246,GPA32MR2060-A,test1-0.jpg,1,19.95,32,40,0.749,,
37247,GPA34MR2060-A,test1-0.jpg,1,21.14,34,40,0.749,,
37248,GPA36MR2060-A,test1-0.jpg,1,22.41,36,41,0.759,,
37249,GPA40MR2060-A,test1-0.jpg,1,24.95,40,41,0.759,,
37250,GPA42MR2060-A,test1-0.jpg,1,25.23,42,41,0.759,,
37251,GPA44MR2060-A,test1-0.jpg,1,27.5,44,41,0.759,,
37252,GPA45MR2060-A,test1-0.jpg,1,28.14,45,41,0.759,,
37253,GPA48MR2060-A,test1-0.jpg,1,30.05,48,41,0.759,,
37254,GPA50MR2060-A,test1-0.jpg,1,31.32,50,41,0.759,,
37255,GPA56MR2060-A,test1-0.jpg,1,35.14,56,41,0.759,,
37256,GPA60MR2060-A,test1-0.jpg,1,37.59,60,41,0.759,,
37257,GPA62MR2060-A,test1-0.jpg,1,38.95,62,42,0.759,,
37258,GPA68MR2060-A,test1-0.jpg,1,42.78,68,42,0.759,,
37259,GPA72MR2060-A,test1-0.jpg,1,45.33,72,42,0.749,,
37260,GPA12MR2090-K,test1-2.jpg,1,7.13,12,38,0.749,,
37261,GPA13MR2090-K,test1-2.jpg,1,7.77,13,39,0.749,,
37262,GPA14MR2090-K,test1-2.jpg,1,8.4,14,39,0.749,,
37263,GPA15MR2090-K,test1-2.jpg,1,9.04,15,39,0.749,,
37264,GPA16MR2090-K,test1-2.jpg,1,9.65,16,39,0.749,,
37265,GPA17MR2090-K,test1-2.jpg,1,10.31,17,39,0.749,,
37266,GPA18MR2090-K,test1-2.jpg,1,10.95,18,39,0.749,,
37267,GPA19MR2090-K,test1-2.jpg,1,11.59,19,40,0.749,,
37268,GPA20MR2090-K,test1-2.jpg,1,12.22,20,40,0.749,,
37269,GPA21MR2090-K,test1-2.jpg,1,12.88,21,40,0.749,,
37270,GPA22MR2090-K,test1-2.jpg,1,13.5,22,40,0.749,,
37271,GPA24MR2090-K,test1-2.jpg,1,14.77,24,40,0.749,,
37272,GPA25MR2090-K,test1-2.jpg,1,15.41,25,40,0.749,,
37273,GPA26MR2090-K,test1-2.jpg,1,16.04,26,40,0.749,,
37274,GPA28MR2090-K,test1-2.jpg,1,17.32,28,40,0.749,,
37275,GPA30MR2090-K,test1-2.jpg,1,18.59,30,40,0.749,,
37276,GPA32MR2090-B,test1-1.jpg,1,19.95,32,40,0.749,,
37277,GPA34MR2090-B,test1-1.jpg,1,21.14,34,40,0.749,,
37278,GPA36MR2090-B,test1-1.jpg,1,22.41,36,41,0.759,,
37279,GPA40MR2090-B,test1-1.jpg,1,24.95,40,41,0.759,,
37280,GPA42MR2090-B,test1-1.jpg,1,25.23,42,41,0.759,,
37281,GPA44MR2090-B,test1-1.jpg,1,27.5,44,41,0.759,,
37282,GPA45MR2090-B,test1-1.jpg,1,28.14,45,41,0.759,,
37283,GPA48MR2090-B,test1-1.jpg,1,30.05,48,41,0.759,,
37284,GPA50MR2090-B,test1-1.jpg,1,31.32,50,41,0.759,,
37285,GPA56MR2090-B,test1-1.jpg,1,35.14,56,41,0.759,,
37286,GPA60MR2090-B,test1-1.jpg,1,37.59,60,41,0.759,,
37287,GPA62MR2090-B,test1-1.jpg,1,38.95,62,42,0.759,,
37288,GPA68MR2090-B,test1-1.jpg,1,42.78,68,42,0.759,,
37289,GPA72MR2090-B,test1-1.jpg,1,45.33,72,42,0.749,,
37290,GPA12MR2090-A,test1-0.jpg,1,7.13,12,38,0.749,,
37291,GPA13MR2090-A,test1-0.jpg,1,7.77,13,39,0.749,,
37292,GPA14MR2090-A,test1-0.jpg,1,8.4,14,39,0.749,,
37293,GPA15MR2090-A,test1-0.jpg,1,9.04,15,39,0.749,,
37294,GPA16MR2090-A,test1-0.jpg,1,9.65,16,39,0.749,,
37295,GPA17MR2090-A,test1-0.jpg,1,10.31,17,39,0.749,,
37296,GPA18MR2090-A,test1-0.jpg,1,10.95,18,39,0.749,,
37297,GPA19MR2090-A,test1-0.jpg,1,11.59,19,40,0.749,,
37298,GPA20MR2090-A,test1-0.jpg,1,12.22,20,40,0.749,,
37299,GPA21MR2090-A,test1-0.jpg,1,12.88,21,40,0.749,,
37300,GPA22MR2090-A,test1-0.jpg,1,13.5,22,40,0.749,,
37301,GPA24MR2090-A,test1-0.jpg,1,14.77,24,40,0.749,,
37302,GPA25MR2090-A,test1-0.jpg,1,15.41,25,40,0.749,,
37303,GPA26MR2090-A,test1-0.jpg,1,16.04,26,40,0.749,,
37304,GPA28MR2090-A,test1-0.jpg,1,17.32,28,40,0.749,,
37305,GPA30MR2090-A,test1-0.jpg,1,18.59,30,40,0.749,,
37306,GPA32MR2090-A,test1-0.jpg,1,19.95,32,40,0.749,,
37307,GPA34MR2090-A,test1-0.jpg,1,21.14,34,40,0.749,,
37308,GPA36MR2090-A,test1-0.jpg,1,22.41,36,41,0.759,,
37309,GPA40MR2090-A,test1-0.jpg,1,24.95,40,41,0.759,,
37310,GPA42MR2090-A,test1-0.jpg,1,25.23,42,41,0.759,,
37311,GPA44MR2090-A,test1-0.jpg,1,27.5,44,41,0.759,,
37312,GPA45MR2090-A,test1-0.jpg,1,28.14,45,41,0.759,,
37313,GPA48MR2090-A,test1-0.jpg,1,30.05,48,41,0.759,,
37314,GPA50MR2090-A,test1-0.jpg,1,31.32,50,41,0.759,,
37315,GPA56MR2090-A,test1-0.jpg,1,35.14,56,41,0.759,,
37316,GPA60MR2090-A,test1-0.jpg,1,37.59,60,41,0.759,,
37317,GPA62MR2090-A,test1-0.jpg,1,38.95,62,42,0.759,,
37318,GPA68MR2090-A,test1-0.jpg,1,42.78,68,42,0.759,,
37319,GPA72MR2090-A,test1-0.jpg,1,45.33,72,42,0.749,,
37320,GPB12MR2060-K,test1-2.jpg,1,7.13,12,38,0.749,,
37321,GPB13MR2060-K,test1-2.jpg,1,7.77,13,39,0.749,,
37322,GPB14MR2060-K,test1-2.jpg,1,8.4,14,39,0.749,,
37323,GPB15MR2060-K,test1-2.jpg,1,9.04,15,39,0.749,,
37324,GPB16MR2060-K,test1-2.jpg,1,9.65,16,39,0.749,,
37325,GPB17MR2060-K,test1-2.jpg,1,10.31,17,39,0.749,,
37326,GPB18MR2060-K,test1-2.jpg,1,10.95,18,39,0.749,,
37327,GPB19MR2060-K,test1-2.jpg,1,11.59,19,40,0.749,,
37328,GPB20MR2060-K,test1-2.jpg,1,12.22,20,40,0.749,,
37329,GPB21MR2060-K,test1-2.jpg,1,12.88,21,40,0.749,,
37330,GPB22MR2060-K,test1-2.jpg,1,13.5,22,40,0.749,,
37331,GPB24MR2060-K,test1-2.jpg,1,14.77,24,40,0.749,,
37332,GPB25MR2060-K,test1-2.jpg,1,15.41,25,40,0.749,,
37333,GPB26MR2060-K,test1-2.jpg,1,16.04,26,40,0.749,,
37334,GPB28MR2060-K,test1-2.jpg,1,17.32,28,40,0.749,,
37335,GPB30MR2060-K,test1-2.jpg,1,18.59,30,40,0.749,,
37336,GPB32MR2060-B,test1-1.jpg,1,19.95,32,40,0.749,,
37337,GPB34MR2060-B,test1-1.jpg,1,21.14,34,40,0.749,,
37338,GPB36MR2060-B,test1-1.jpg,1,22.41,36,41,0.759,,
37339,GPB40MR2060-B,test1-1.jpg,1,24.95,40,41,0.759,,
37340,GPB42MR2060-B,test1-1.jpg,1,25.23,42,41,0.759,,
37341,GPB44MR2060-B,test1-1.jpg,1,27.5,44,41,0.759,,
37342,GPB45MR2060-B,test1-1.jpg,1,28.14,45,41,0.759,,
37343,GPB48MR2060-B,test1-1.jpg,1,30.05,48,41,0.759,,
37344,GPB50MR2060-B,test1-1.jpg,1,31.32,50,41,0.759,,
37345,GPB56MR2060-B,test1-1.jpg,1,35.14,56,41,0.759,,
37346,GPB60MR2060-B,test1-1.jpg,1,37.59,60,41,0.759,,
37347,GPB62MR2060-B,test1-1.jpg,1,38.95,62,42,0.759,,
37348,GPB68MR2060-B,test1-1.jpg,1,42.78,68,42,0.759,,
37349,GPB72MR2060-B,test1-1.jpg,1,45.33,72,42,0.749,,
37350,GPB12MR2060-A,test1-0.jpg,1,7.13,12,38,0.749,,
37351,GPB13MR2060-A,test1-0.jpg,1,7.77,13,39,0.749,,
37352,GPB14MR2060-A,test1-0.jpg,1,8.4,14,39,0.749,,
37353,GPB15MR2060-A,test1-0.jpg,1,9.04,15,39,0.749,,
37354,GPB16MR2060-A,test1-0.jpg,1,9.65,16,39,0.749,,
37355,GPB17MR2060-A,test1-0.jpg,1,10.31,17,39,0.749,,
37356,GPB18MR2060-A,test1-0.jpg,1,10.95,18,39,0.749,,
37357,GPB19MR2060-A,test1-0.jpg,1,11.59,19,40,0.749,,
37358,GPB20MR2060-A,test1-0.jpg,1,12.22,20,40,0.749,,
37359,GPB21MR2060-A,test1-0.jpg,1,12.88,21,40,0.749,,
37360,GPB22MR2060-A,test1-0.jpg,1,13.5,22,40,0.749,,
37361,GPB24MR2060-A,test1-0.jpg,1,14.77,24,40,0.749,,
37362,GPB25MR2060-A,test1-0.jpg,1,15.41,25,40,0.749,,
37363,GPB26MR2060-A,test1-0.jpg,1,16.04,26,40,0.749,,
37364,GPB28MR2060-A,test1-0.jpg,1,17.32,28,40,0.749,,
37365,GPB30MR2060-A,test1-0.jpg,1,18.59,30,40,0.749,,
37366,GPB32MR2060-A,test1-0.jpg,1,19.95,32,40,0.749,,
37367,GPB34MR2060-A,test1-0.jpg,1,21.14,34,40,0.749,,
37368,GPB36MR2060-A,test1-0.jpg,1,22.41,36,41,0.759,,
37369,GPB40MR2060-A,test1-0.jpg,1,24.95,40,41,0.759,,
37370,GPB42MR2060-A,test1-0.jpg,1,25.23,42,41,0.759,,
37371,GPB44MR2060-A,test1-0.jpg,1,27.5,44,41,0.759,,
37372,GPB45MR2060-A,test1-0.jpg,1,28.14,45,41,0.759,,
37373,GPB48MR2060-A,test1-0.jpg,1,30.05,48,41,0.759,,
37374,GPB50MR2060-A,test1-0.jpg,1,31.32,50,41,0.759,,
37375,GPB56MR2060-A,test1-0.jpg,1,35.14,56,41,0.759,,
37376,GPB60MR2060-A,test1-0.jpg,1,37.59,60,41,0.759,,
37377,GPB62MR2060-A,test1-0.jpg,1,38.95,62,42,0.759,,
37378,GPB68MR2060-A,test1-0.jpg,1,42.78,68,42,0.759,,
37379,GPB72MR2060-A,test1-0.jpg,1,45.33,72,42,0.749,,
37380,GPB12MR2090-K,test1-2.jpg,1,7.13,12,38,0.749,,
37381,GPB13MR2090-K,test1-2.jpg,1,7.77,13,39,0.749,,
37382,GPB14MR2090-K,test1-2.jpg,1,8.4,14,39,0.749,,
37383,GPB15MR2090-K,test1-2.jpg,1,9.04,15,39,0.749,,
37384,GPB16MR2090-K,test1-2.jpg,1,9.65,16,39,0.749,,
37385,GPB17MR2090-K,test1-2.jpg,1,10.31,17,39,0.749,,
37386,GPB18MR2090-K,test1-2.jpg,1,10.95,18,39,0.749,,
37387,GPB19MR2090-K,test1-2.jpg,1,11.59,19,40,0.749,,
37388,GPB20MR2090-K,test1-2.jpg,1,12.22,20,40,0.749,,
37389,GPB21MR2090-K,test1-2.jpg,1,12.88,21,40,0.749,,
37390,GPB22MR2090-K,test1-2.jpg,1,13.5,22,40,0.749,,
37391,GPB24MR2090-K,test1-2.jpg,1,14.77,24,40,0.749,,
37392,GPB25MR2090-K,test1-2.jpg,1,15.41,25,40,0.749,,
37393,GPB26MR2090-K,test1-2.jpg,1,16.04,26,40,0.749,,
37394,GPB28MR2090-K,test1-2.jpg,1,17.32,28,40,0.749,,
37395,GPB30MR2090-K,test1-2.jpg,1,18.59,30,40,0.749,,
37396,GPB32MR2090-B,test1-1.jpg,1,19.95,32,40,0.749,,
37397,GPB34MR2090-B,test1-1.jpg,1,21.14,34,40,0.749,,
37398,GPB36MR2090-B,test1-1.jpg,1,22.41,36,41,0.759,,
37399,GPB40MR2090-B,test1-1.jpg,1,24.95,40,41,0.759,,
37400,GPB42MR2090-B,test1-1.jpg,1,25.23,42,41,0.759,,
37401,GPB44MR2090-B,test1-1.jpg,1,27.5,44,41,0.759,,
37402,GPB45MR2090-B,test1-1.jpg,1,28.14,45,41,0.759,,
37403,GPB48MR2090-B,test1-1.jpg,1,30.05,48,41,0.759,,
37404,GPB50MR2090-B,test1-1.jpg,1,31.32,50,41,0.759,,
37405,GPB56MR2090-B,test1-1.jpg,1,35.14,56,41,0.759,,
37406,GPB60MR2090-B,test1-1.jpg,1,37.59,60,41,0.759,,
37407,GPB62MR2090-B,test1-1.jpg,1,38.95,62,42,0.759,,
37408,GPB68MR2090-B,test1-1.jpg,1,42.78,68,42,0.759,,
37409,GPB72MR2090-B,test1-1.jpg,1,45.33,72,42,0.749,,
37410,GPB12MR2090-A,test1-0.jpg,1,7.13,12,38,0.749,,
37411,GPB13MR2090-A,test1-0.jpg,1,7.77,13,39,0.749,,
37412,GPB14MR2090-A,test1-0.jpg,1,8.4,14,39,0.749,,
37413,GPB15MR2090-A,test1-0.jpg,1,9.04,15,39,0.749,,
37414,GPB16MR2090-A,test1-0.jpg,1,9.65,16,39,0.749,,
37415,GPB17MR2090-A,test1-0.jpg,1,10.31,17,39,0.749,,
37416,GPB18MR2090-A,test1-0.jpg,1,10.95,18,39,0.749,,
37417,GPB19MR2090-A,test1-0.jpg,1,11.59,19,40,0.749,,
37418,GPB20MR2090-A,test1-0.jpg,1,12.22,20,40,0.749,,
37419,GPB21MR2090-A,test1-0.jpg,1,12.88,21,40,0.749,,
37420,GPB22MR2090-A,test1-0.jpg,1,13.5,22,40,0.749,,
37421,GPB24MR2090-A,test1-0.jpg,1,14.77,24,40,0.749,,
37422,GPB25MR2090-A,test1-0.jpg,1,15.41,25,40,0.749,,
37423,GPB26MR2090-A,test1-0.jpg,1,16.04,26,40,0.749,,
37424,GPB28MR2090-A,test1-0.jpg,1,17.32,28,40,0.749,,
37425,GPB30MR2090-A,test1-0.jpg,1,18.59,30,40,0.749,,
37426,GPB32MR2090-A,test1-0.jpg,1,19.95,32,40,0.749,,
37427,GPB34MR2090-A,test1-0.jpg,1,21.14,34,40,0.749,,
37428,GPB36MR2090-A,test1-0.jpg,1,22.41,36,41,0.759,,
37429,GPB40MR2090-A,test1-0.jpg,1,24.95,40,41,0.759,,
37430,GPB42MR2090-A,test1-0.jpg,1,25.23,42,41,0.759,,
37431,GPB44MR2090-A,test1-0.jpg,1,27.5,44,41,0.759,,
37432,GPB45MR2090-A,test1-0.jpg,1,28.14,45,41,0.759,,
37433,GPB48MR2090-A,test1-0.jpg,1,30.05,48,41,0.759,,
37434,GPB50MR2090-A,test1-0.jpg,1,31.32,50,41,0.759,,
37435,GPB56MR2090-A,test1-0.jpg,1,35.14,56,41,0.759,,
37436,GPB60MR2090-A,test1-0.jpg,1,37.59,60,41,0.759,,
37437,GPB62MR2090-A,test1-0.jpg,1,38.95,62,42,0.759,,
37438,GPB68MR2090-A,test1-0.jpg,1,42.78,68,42,0.759,,
37439,GPB72MR2090-A,test1-0.jpg,1,45.33,72,42,0.749,,
37440,GPK12MR2060-K,test1-2.jpg,1,7.13,12,38,0.749,,
37441,GPK13MR2060-K,test1-2.jpg,1,7.77,13,39,0.749,,
37442,GPK14MR2060-K,test1-2.jpg,1,8.4,14,39,0.749,,
37443,GPK15MR2060-K,test1-2.jpg,1,9.04,15,39,0.749,,
37444,GPK16MR2060-K,test1-2.jpg,1,9.65,16,39,0.749,,
37445,GPK17MR2060-K,test1-2.jpg,1,10.31,17,39,0.749,,
37446,GPK18MR2060-K,test1-2.jpg,1,10.95,18,39,0.749,,
37447,GPK19MR2060-K,test1-2.jpg,1,11.59,19,40,0.749,,
37448,GPK20MR2060-K,test1-2.jpg,1,12.22,20,40,0.749,,
37449,GPK21MR2060-K,test1-2.jpg,1,12.88,21,40,0.749,,
37450,GPK22MR2060-K,test1-2.jpg,1,13.5,22,40,0.749,,
37451,GPK24MR2060-K,test1-2.jpg,1,14.77,24,40,0.749,,
37452,GPK25MR2060-K,test1-2.jpg,1,15.41,25,40,0.749,,
37453,GPK26MR2060-K,test1-2.jpg,1,16.04,26,40,0.749,,
37454,GPK28MR2060-K,test1-2.jpg,1,17.32,28,40,0.749,,
37455,GPK30MR2060-K,test1-2.jpg,1,18.59,30,40,0.749,,
37456,GPK32MR2060-B,test1-1.jpg,1,19.95,32,40,0.749,,
37457,GPK34MR2060-B,test1-1.jpg,1,21.14,34,40,0.749,,
37458,GPK36MR2060-B,test1-1.jpg,1,22.41,36,41,0.759,,
37459,GPK40MR2060-B,test1-1.jpg,1,24.95,40,41,0.759,,
37460,GPK42MR2060-B,test1-1.jpg,1,25.23,42,41,0.759,,
37461,GPK44MR2060-B,test1-1.jpg,1,27.5,44,41,0.759,,
37462,GPK45MR2060-B,test1-1.jpg,1,28.14,45,41,0.759,,
37463,GPK48MR2060-B,test1-1.jpg,1,30.05,48,41,0.759,,
37464,GPK50MR2060-B,test1-1.jpg,1,31.32,50,41,0.759,,
37465,GPK56MR2060-B,test1-1.jpg,1,35.14,56,41,0.759,,
37466,GPK60MR2060-B,test1-1.jpg,1,37.59,60,41,0.759,,
37467,GPK62MR2060-B,test1-1.jpg,1,38.95,62,42,0.759,,
37468,GPK68MR2060-B,test1-1.jpg,1,42.78,68,42,0.759,,
37469,GPK72MR2060-B,test1-1.jpg,1,45.33,72,42,0.749,,
37470,GPK12MR2060-A,test1-0.jpg,1,7.13,12,38,0.749,,
37471,GPK13MR2060-A,test1-0.jpg,1,7.77,13,39,0.749,,
37472,GPK14MR2060-A,test1-0.jpg,1,8.4,14,39,0.749,,
37473,GPK15MR2060-A,test1-0.jpg,1,9.04,15,39,0.749,,
37474,GPK16MR2060-A,test1-0.jpg,1,9.65,16,39,0.749,,
37475,GPK17MR2060-A,test1-0.jpg,1,10.31,17,39,0.749,,
37476,GPK18MR2060-A,test1-0.jpg,1,10.95,18,39,0.749,,
37477,GPK19MR2060-A,test1-0.jpg,1,11.59,19,40,0.749,,
37478,GPK20MR2060-A,test1-0.jpg,1,12.22,20,40,0.749,,
37479,GPK21MR2060-A,test1-0.jpg,1,12.88,21,40,0.749,,
37480,GPK22MR2060-A,test1-0.jpg,1,13.5,22,40,0.749,,
37481,GPK24MR2060-A,test1-0.jpg,1,14.77,24,40,0.749,,
37482,GPK25MR2060-A,test1-0.jpg,1,15.41,25,40,0.749,,
37483,GPK26MR2060-A,test1-0.jpg,1,16.04,26,40,0.749,,
37484,GPK28MR2060-A,test1-0.jpg,1,17.32,28,40,0.749,,
37485,GPK30MR2060-A,test1-0.jpg,1,18.59,30,40,0.749,,
37486,GPK32MR2060-A,test1-0.jpg,1,19.95,32,40,0.749,,
37487,GPK34MR2060-A,test1-0.jpg,1,21.14,34,40,0.749,,
37488,GPK36MR2060-A,test1-0.jpg,1,22.41,36,41,0.759,,
37489,GPK40MR2060-A,test1-0.jpg,1,24.95,40,41,0.759,,
37490,GPK42MR2060-A,test1-0.jpg,1,25.23,42,41,0.759,,
37491,GPK44MR2060-A,test1-0.jpg,1,27.5,44,41,0.759,,
37492,GPK45MR2060-A,test1-0.jpg,1,28.14,45,41,0.759,,
37493,GPK48MR2060-A,test1-0.jpg,1,30.05,48,41,0.759,,
37494,GPK50MR2060-A,test1-0.jpg,1,31.32,50,41,0.759,,
37495,GPK56MR2060-A,test1-0.jpg,1,35.14,56,41,0.759,,
37496,GPK60MR2060-A,test1-0.jpg,1,37.59,60,41,0.759,,
37497,GPK62MR2060-A,test1-0.jpg,1,38.95,62,42,0.759,,
37498,GPK68MR2060-A,test1-0.jpg,1,42.78,68,42,0.759,,
37499,GPK72MR2060-A,test1-0.jpg,1,45.33,72,42,0.749,,
37500,GPK12MR2090-K,test1-2.jpg,1,7.13,12,38,0.749,,
37501,GPK13MR2090-K,test1-2.jpg,1,7.77,13,39,0.749,,
37502,GPK14MR2090-K,test1-2.jpg,1,8.4,14,39,0.749,,
37503,GPK15MR2090-K,test1-2.jpg,1,9.04,15,39,0.749,,
37504,GPK16MR2090-K,test1-2.jpg,1,9.65,16,39,0.749,,
37505,GPK17MR2090-K,test1-2.jpg,1,10.31,17,39,0.749,,
37506,GPK18MR2090-K,test1-2.jpg,1,10.95,18,39,0.749,,
37507,GPK19MR2090-K,test1-2.jpg,1,11.59,19,40,0.749,,
37508,GPK20MR2090-K,test1-2.jpg,1,12.22,20,40,0.749,,
37509,GPK21MR2090-K,test1-2.jpg,1,12.88,21,40,0.749,,
37510,GPK22MR2090-K,test1-2.jpg,1,13.5,22,40,0.749,,
37511,GPK24MR2090-K,test1-2.jpg,1,14.77,24,40,0.749,,
37512,GPK25MR2090-K,test1-2.jpg,1,15.41,25,40,0.749,,
37513,GPK26MR2090-K,test1-2.jpg,1,16.04,26,40,0.749,,
37514,GPK28MR2090-K,test1-2.jpg,1,17.32,28,40,0.749,,
37515,GPK30MR2090-K,test1-2.jpg,1,18.59,30,40,0.749,,
37516,GPK32MR2090-B,test1-1.jpg,1,19.95,32,40,0.749,,
37517,GPK34MR2090-B,test1-1.jpg,1,21.14,34,40,0.749,,
37518,GPK36MR2090-B,test1-1.jpg,1,22.41,36,41,0.759,,
37519,GPK40MR2090-B,test1-1.jpg,1,24.95,40,41,0.759,,
37520,GPK42MR2090-B,test1-1.jpg,1,25.23,42,41,0.759,,
37521,GPK44MR2090-B,test1-1.jpg,1,27.5,44,41,0.759,,
37522,GPK45MR2090-B,test1-1.jpg,1,28.14,45,41,0.759,,
37523,GPK48MR2090-B,test1-1.jpg,1,30.05,48,41,0.759,,
37524,GPK50MR2090-B,test1-1.jpg,1,31.32,50,41,0.759,,
37525,GPK56MR2090-B,test1-1.jpg,1,35.14,56,41,0.759,,
37526,GPK60MR2090-B,test1-1.jpg,1,37.59,60,41,0.759,,
37527,GPK62MR2090-B,test1-1.jpg,1,38.95,62,42,0.759,,
37528,GPK68MR2090-B,test1-1.jpg,1,42.78,68,42,0.759,,
37529,GPK72MR2090-B,test1-1.jpg,1,45.33,72,42,0.749,,
37530,GPK12MR2090-A,test1-0.jpg,1,7.13,12,38,0.749,,
37531,GPK13MR2090-A,test1-0.jpg,1,7.77,13,39,0.749,,
37532,GPK14MR2090-A,test1-0.jpg,1,8.4,14,39,0.749,,
37533,GPK15MR2090-A,test1-0.jpg,1,9.04,15,39,0.749,,
37534,GPK16MR2090-A,test1-0.jpg,1,9.65,16,39,0.749,,
37535,GPK17MR2090-A,test1-0.jpg,1,10.31,17,39,0.749,,
37536,GPK18MR2090-A,test1-0.jpg,1,10.95,18,39,0.749,,
37537,GPK19MR2090-A,test1-0.jpg,1,11.59,19,40,0.749,,
37538,GPK20MR2090-A,test1-0.jpg,1,12.22,20,40,0.749,,
37539,GPK21MR2090-A,test1-0.jpg,1,12.88,21,40,0.749,,
37540,GPK22MR2090-A,test1-0.jpg,1,13.5,22,40,0.749,,
37541,GPK24MR2090-A,test1-0.jpg,1,14.77,24,40,0.749,,
37542,GPK25MR2090-A,test1-0.jpg,1,15.41,25,40,0.749,,
37543,GPK26MR2090-A,test1-0.jpg,1,16.04,26,40,0.749,,
37544,GPK28MR2090-A,test1-0.jpg,1,17.32,28,40,0.749,,
37545,GPK30MR2090-A,test1-0.jpg,1,18.59,30,40,0.749,,
37546,GPK32MR2090-A,test1-0.jpg,1,19.95,32,40,0.749,,
37547,GPK34MR2090-A,test1-0.jpg,1,21.14,34,40,0.749,,
37548,GPK36MR2090-A,test1-0.jpg,1,22.41,36,41,0.759,,
37549,GPK40MR2090-A,test1-0.jpg,1,24.95,40,41,0.759,,
37550,GPK42MR2090-A,test1-0.jpg,1,25.23,42,41,0.759,,
37551,GPK44MR2090-A,test1-0.jpg,1,27.5,44,41,0.759,,
37552,GPK45MR2090-A,test1-0.jpg,1,28.14,45,41,0.759,,
37553,GPK48MR2090-A,test1-0.jpg,1,30.05,48,41,0.759,,
37554,GPK50MR2090-A,test1-0.jpg,1,31.32,50,41,0.759,,
37555,GPK56MR2090-A,test1-0.jpg,1,35.14,56,41,0.759,,
37556,GPK60MR2090-A,test1-0.jpg,1,37.59,60,41,0.759,,
